PassengerId,Survived_pred,Probability_Survival
1091,0,0.4314910450298928
1092,1,0.7773381684582906
1093,1,0.9706783357493777
1094,0,0.1277527480191406
1095,1,0.9705490702406002
1096,0,0.11511047765007615
1097,0,0.26835658169690163
1098,1,0.7009016775425758
1099,0,0.11511047765007615
1100,1,0.9743679986654055
1101,0,0.06320435663540186
1102,0,0.28612673404830063
1103,0,0.058198474559844164
1104,0,0.15477790800709376
1105,1,0.8756823386219567
1106,0,0.21285800629286167
1107,0,0.18741120039341716
1108,1,0.674892202940485
1109,0,0.1194673188711585
1110,1,0.9032390605994997
1111,0,0.08487187123447486
1112,1,0.9378255793002405
1113,0,0.06650315790228326
1114,1,0.8879136244220383
1115,0,0.10649057864531851
1116,1,0.9557696135529135
1117,1,0.5007849990688932
1118,0,0.11466282209387868
1119,1,0.6829671178578803
1120,0,0.04743084892991731
1121,0,0.1489824468067648
1122,0,0.18102616009968728
1123,1,0.949829698047537
1124,0,0.022102242881367057
1125,0,0.14406071481184868
1126,0,0.37805971701239144
1127,0,0.11742103818778254
1128,0,0.23030231432195217
1129,0,0.27017264100090066
1130,1,0.8147127080831756
1131,1,0.9838858352987203
1132,1,0.9703108292813333
1133,1,0.9495729118351895
1134,1,0.61020418550391
1135,0,0.0747819575973428
1136,0,0.07879195100525391
1137,0,0.1123083004979394
1138,1,0.903394838658923
1139,0,0.12074667889695544
1140,1,0.911546454310698
1141,0,0.3882045107293989
1142,1,0.9955661443531876
1143,0,0.1944260431602399
1144,0,0.31743786234910304
1145,0,0.07185348352482493
1146,0,0.11066827630652291
1147,0,0.08737392476919412
1148,0,0.14868913709577763
1149,0,0.08487187123447486
1150,1,0.8769741286119812
1151,0,0.10649057864531851
1152,0,0.10464485595673262
1153,0,0.10301676683741609
1154,1,0.9452015335974867
1155,1,0.9255534706985798
1156,0,0.18222402754683428
1157,0,0.0747819575973428
1158,0,0.06173097251804182
1159,0,0.08737392476919412
1160,0,0.4314910450298928
1161,0,0.07630777330125511
1162,0,0.22361467655516679
1163,0,0.14868913709577763
1164,1,0.9340769602716534
1165,1,0.7535423365666385
1166,0,0.14270029435993276
1167,1,0.8746277461237956
1168,0,0.13482766435949664
1169,0,0.1094296426145573
1170,0,0.10199504308172931
1171,0,0.11511047765007615
1172,0,0.33415885210811747
1173,1,0.9849488147897106
1174,1,0.6829671178578803
1175,1,0.6627341867261958
1176,1,0.6776489714710362
1177,0,0.06691506076807402
1178,0,0.08737392476919412
1179,0,0.2805875296431533
1180,0,0.14270029435993276
1181,0,0.08487187123447486
1182,0,0.17993320572066607
1183,0,0.1867796288562774
1184,0,0.14270029435993276
1185,0,0.225295854194155
1186,0,0.09189102233231249
1187,0,0.11753039820962399
1188,1,0.9933043072325584
1189,0,0.13183233214365875
1190,0,0.16814070773883005
1191,0,0.15422581525411205
1192,0,0.25343489475585546
1193,0,0.07155340683424917
1194,0,0.1648155907898401
1195,0,0.07185348352482493
1196,1,0.6829671178578803
1197,1,0.813064376046486
1198,0,0.1111356804615605
1199,1,0.9665464604361304
1200,0,0.23378245350094498
1201,0,0.2287391559500957
1202,0,0.07146206017021808
1203,0,0.25775259024628344
1204,0,0.08737392476919412
1205,1,0.5912100473099304
1206,1,0.9736486982427023
1207,1,0.7869735786955052
1208,0,0.3044398947316955
1209,0,0.12178493452833221
1210,0,0.2538814011028096
1211,0,0.08384786302490038
1212,0,0.20360586288710952
1213,0,0.25775259024628344
1214,0,0.19184969391125067
1215,0,0.4037585330629939
1216,1,0.9614300630423467
1217,0,0.07933687830773604
1218,1,0.8526751013851569
1219,0,0.22361467655516679
1220,0,0.11426967680801742
1221,0,0.09964026192113097
1222,1,0.9681553250660759
1223,0,0.3499077903420412
1224,0,0.14270029435993276
1225,1,0.8216384224115125
1226,0,0.15536971168594793
1227,0,0.2901346791042144
1228,0,0.2790305375973376
1229,0,0.026812274095510118
1230,0,0.13532619292541975
1231,0,0.14270029435993276
1232,0,0.11451248402837863
1233,0,0.1731920098873015
1234,0,0.012230543067946575
1235,1,0.99889907231927
1236,0,0.03065055871020155
1237,1,0.6918005728743668
1238,0,0.19184969391125067
1239,1,0.7469105869789423
1240,0,0.10734996220401527
1241,1,0.9600458803411204
1242,1,0.9669915089083844
1243,0,0.11511047765007615
1244,0,0.14573536325708952
1245,0,0.19978100055302006
1246,1,0.9746649323657036
1247,0,0.14749465304285628
1248,1,0.9293209183594757
1249,0,0.1300656270871968
1250,0,0.14868913709577763
1251,1,0.5800154016465071
1252,0,0.016510058993459878
1253,1,0.9561123681233653
1254,1,0.9600458803411204
1255,0,0.1742846714313013
1256,1,0.9908249316113555
1257,0,0.052428371815470526
1258,0,0.058551491426137296
1259,0,0.3134762820209529
1260,1,0.9669915089083844
1261,0,0.2178149789020119
1262,0,0.08006631671459226
1263,1,0.9963159937371783
1264,0,0.05155266130748871
1265,0,0.15002879582114603
1266,1,0.9231321833420387
1267,1,0.9921278923500716
1268,0,0.20732188769788448
1269,0,0.10691018168442973
1270,0,0.10054447107818665
1271,1,0.7510887439879806
1272,0,0.14868913709577763
1273,0,0.2171183133546955
1274,0,0.3696037871006973
1275,0,0.46936328549147727
1276,0,0.12592702534302436
1277,1,0.8889933585857986
1278,0,0.11466282209387868
1279,0,0.0810979999246079
1280,0,0.11829392486762945
1281,0,0.2720291238304013
1282,0,0.40664906031720766
1283,1,0.9239968051826257
1284,0,0.12636641882343908
1285,0,0.06693002786445047
1286,0,0.030209683457169945
1287,1,0.9196304594943934
1288,0,0.10882821173854812
1289,1,0.9805411156473387
1290,0,0.11466282209387868
1291,0,0.18036666628672265
1292,1,0.9498083714166404
1293,0,0.1094296426145573
1294,1,0.9753050440588478
1295,0,0.1327780071295072
1296,0,0.24720455180500553
1297,0,0.20104366734220883
1298,0,0.08640682542213986
1299,0,0.12982973033548856
1300,1,0.6578106696437797
1301,1,0.8313268095842433
1302,1,0.6829671178578803
1303,1,0.9824203692844422
1304,1,0.5594222146331963
1305,0,0.08487187123447486
1306,1,0.9848686400754901
1307,0,0.05312911879893987
1308,0,0.08487187123447486
1309,0,0.1615853718802617
